Simulation_ID,S0,K,T,r,sigma_v,Up-and-In_Call,Up-and-Out_Call,European_Lookback_Call,Asian_Call,Double_Barrier_Call,Delta,Gamma,Theta,Vega,Rho
357,86.235060,86.300143,1.486010,0.028292,0.274154,0.000000,3.542469,3.578935,1.793186,0.000000,0.999635,0.000008,-2.345525,0.039528,122.892414
358,139.866872,110.446422,0.960561,0.032024,0.279636,33.641878,0.000000,33.686226,31.462262,0.000000,0.999821,0.000005,-3.435648,0.035855,102.847049
359,96.102881,99.444216,1.461363,0.023401,0.191385,0.000000,0.877003,0.895072,0.243356,0.877003,0.504038,1.801608,-1.166960,46.344091,70.632561
360,134.401987,119.337147,0.650710,0.048773,0.203051,19.403296,0.000000,19.412264,17.229483,0.000000,0.999748,0.000008,-5.646125,0.034607,75.201549
361,63.973614,91.061430,1.634933,0.011799,0.245159,0.000000,0.010120,0.010819,0.000000,0.000000,0.007133,0.001205,-0.061579,1.179613,0.680515
362,59.267206,72.061480,1.568241,0.041788,0.167764,0.005828,0.380819,0.459412,0.105199,0.000000,0.058537,0.012446,-0.353825,6.499155,5.040151
363,53.824757,116.773251,0.909089,0.010875,0.211576,0.000000,0.000000,0.000000,0.000000,0.000000,0.000032,0.000006,-0.000793,0.004473,0.001401
364,87.487679,118.751515,0.932955,0.018052,0.125233,0.049937,0.000000,0.063464,0.000000,0.000000,0.007562,0.001447,-0.130600,1.488271,0.582484
365,126.115739,70.594496,1.490552,0.049469,0.231141,65.076793,0.000000,65.097388,60.210296,0.000000,0.999936,0.000002,-3.246221,0.019288,97.729675
366,113.076969,120.137290,0.900043,0.022414,0.134298,2.185404,0.000000,3.238815,1.034349,0.000000,0.191060,0.014834,-1.874202,20.332441,17.880670
367,125.956922,92.147829,0.457143,0.047670,0.138080,36.616015,0.000000,36.643183,35.197878,0.000000,0.999961,0.000003,-4.300035,0.007118,41.214279
368,136.791002,78.261768,1.557087,0.048286,0.230750,69.251062,0.000000,69.261561,63.845864,0.000000,0.999935,0.000002,-3.507499,0.021712,113.016534
369,76.146098,128.009503,1.943712,0.046015,0.256805,0.000000,0.000000,0.000000,0.000000,0.000000,0.003675,0.000397,-0.048972,0.766286,0.477334
370,127.716896,118.818040,0.911651,0.015470,0.218652,10.543663,0.000000,10.936015,9.644063,0.000000,0.999663,0.000008,-1.820429,0.044512,106.753273
371,132.097507,116.298361,1.750290,0.044298,0.244463,26.488167,0.000000,26.505194,21.099029,0.000000,0.999750,0.000005,-4.771021,0.055567,188.291099
372,53.471367,124.921990,1.433987,0.044561,0.279256,0.000000,0.000000,0.000000,0.000000,0.000000,0.000184,0.000026,-0.003336,0.029080,0.012312
373,106.362715,77.785927,0.316127,0.021409,0.292229,1.980301,27.494531,29.974322,29.104873,27.494531,0.999993,0.000001,-1.654499,0.001229,24.424098
374,110.522480,70.992355,1.598569,0.020288,0.237453,43.032604,0.000000,43.155947,41.218536,0.000000,0.999884,0.000004,-1.397416,0.027289,109.837721
375,99.938470,76.577892,1.657505,0.024778,0.231750,0.187585,27.371564,27.647745,25.449607,27.371564,0.999805,0.000005,-1.824651,0.035465,121.776812
376,76.903695,129.906288,0.544290,0.026140,0.126839,0.000000,0.000000,0.000000,0.000000,0.000000,0.000046,0.000012,-0.001866,0.008510,0.001819
377,51.352428,88.815269,1.831904,0.031591,0.212359,0.000000,0.000000,0.000000,0.000000,0.000000,0.001431,0.000282,-0.013518,0.226399,0.119662
378,94.934096,128.829364,0.591277,0.045172,0.184152,0.001688,0.000000,0.009844,0.000000,0.000000,0.006567,0.001234,-0.196891,1.132904,0.349567
379,96.933918,115.839200,0.749023,0.035527,0.130580,0.298572,0.000000,0.434771,0.040382,0.000000,0.054801,0.007708,-0.913563,7.616262,3.736592
380,70.220865,85.338987,1.273269,0.033987,0.233336,0.044542,0.223482,0.348050,0.049406,0.000000,0.047979,0.007857,-0.404776,5.787282,3.941031
381,131.370987,82.332735,0.815282,0.043870,0.250787,53.965848,0.000000,53.974098,51.500796,0.000000,0.999975,0.000002,-3.486121,0.006841,64.763103
382,80.455524,84.529198,1.286077,0.011041,0.226050,0.134549,1.359839,2.168239,0.905007,0.000000,0.172329,0.026932,-0.732071,16.158443,16.477932
383,146.550714,106.562476,1.913981,0.019264,0.131031,45.680197,0.000000,45.760531,42.919614,0.000000,0.999825,0.000003,-1.983068,0.052285,196.507862
384,95.730843,102.716085,0.817382,0.021191,0.159129,1.046904,0.199681,1.996239,0.570596,0.156711,0.168307,0.016763,-1.586571,15.576522,12.140221
385,85.858560,114.388612,1.814473,0.044681,0.240146,0.089060,0.000000,0.096717,0.021456,0.000000,0.021721,0.002838,-0.222253,4.218543,3.083428
386,63.608958,99.454802,0.515531,0.037624,0.128193,0.000000,0.000000,0.000000,0.000000,0.000000,0.000234,0.000088,-0.007181,0.034944,0.007348
387,73.042054,114.643876,0.741958,0.013125,0.102896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000384,0.000105,-0.009509,0.072461,0.019648
388,144.827562,119.916732,0.123371,0.045448,0.193168,25.709145,0.000000,26.005939,25.304997,0.000000,0.999989,0.000002,-5.420921,0.001454,14.711277
389,52.888724,108.719891,0.285742,0.023697,0.148496,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
390,53.822538,71.132788,1.435291,0.018761,0.148677,0.000000,0.006885,0.008930,0.000000,0.000000,0.016108,0.003991,-0.109474,2.059607,1.157654
391,126.042293,86.491065,1.075993,0.043663,0.168166,45.684733,0.000000,45.684918,42.547079,0.000000,0.999922,0.000003,-3.605542,0.019092,88.780149
392,64.247332,121.306445,0.489555,0.013085,0.203102,0.000000,0.000000,0.000000,0.000000,0.000000,0.000007,0.000002,-0.000293,0.001048,0.000197
393,119.006829,80.872768,1.310111,0.023344,0.194720,41.746924,0.000000,41.826798,39.899257,0.000000,0.999858,0.000004,-1.835669,0.030544,102.731625
394,125.825597,95.162532,1.639810,0.010245,0.198674,32.793207,0.000000,33.307944,31.729153,0.000000,0.999797,0.000004,-0.963957,0.045536,153.390805
395,80.045827,77.099834,0.561061,0.020006,0.129066,0.000000,3.823758,4.132369,3.375415,0.000000,0.999626,0.000019,-1.531225,0.022724,42.754720
396,54.649993,103.449655,1.000983,0.014531,0.232346,0.000000,0.000000,0.000000,0.000000,0.000000,0.000285,0.000061,-0.005496,0.042644,0.014234
397,64.206123,75.980964,1.501891,0.044164,0.211775,0.000000,0.302051,0.354544,0.043674,0.000000,0.078218,0.014966,-0.499826,8.351729,6.945838
398,148.168392,111.851756,0.441528,0.046800,0.262118,39.392113,0.000000,39.455146,37.866918,0.000000,0.999948,0.000004,-5.130727,0.010442,48.372012
399,128.152896,108.096050,0.619935,0.038891,0.128669,23.240205,0.000000,23.283194,21.689740,0.000000,0.999815,0.000008,-4.109648,0.026893,65.399230
400,134.761794,97.527747,0.475991,0.018716,0.280863,38.409915,0.000000,38.937413,37.817881,0.000000,0.999937,0.000004,-1.813095,0.011575,46.006035
401,59.672961,84.007556,1.255182,0.042997,0.283314,0.000000,0.000569,0.006230,0.000000,0.000000,0.013442,0.002231,-0.149156,1.642413,0.910052
402,138.233609,94.960639,1.604149,0.011239,0.248121,45.747519,0.000000,46.305776,44.536571,0.000000,0.999860,0.000003,-1.052338,0.038971,149.569112
403,92.298313,70.864744,0.728084,0.016886,0.280369,0.000000,22.506238,22.953197,21.942024,19.448866,0.999857,0.000008,-1.186073,0.017765,50.953707
404,148.080238,89.662713,1.130712,0.045207,0.187384,66.072986,0.000000,66.086119,62.158052,0.000000,0.999938,0.000002,-3.854264,0.019363,96.317938
405,67.101447,97.008686,1.926535,0.021596,0.187057,0.000000,0.002452,0.002883,0.000000,0.000000,0.006645,0.001109,-0.055259,1.253301,0.780610
406,61.958461,110.499962,1.994372,0.049043,0.102265,0.000000,0.000000,0.000000,0.000000,0.000000,0.000568,0.000097,-0.006704,0.106933,0.059066
407,91.193505,103.586712,0.821384,0.025444,0.137371,0.495188,0.100225,0.874335,0.121000,0.034639,0.095610,0.012311,-1.114346,10.932330,6.672476
408,78.981659,112.124749,1.004682,0.013986,0.227696,0.005568,0.000000,0.009369,0.000000,0.000000,0.006669,0.001075,-0.110467,1.159950,0.491279
409,63.444192,124.074482,1.344640,0.020334,0.259477,0.000000,0.000000,0.000000,0.000000,0.000000,0.000344,0.000051,-0.006209,0.062935,0.026081
410,119.415516,83.131465,1.467700,0.034584,0.285980,42.509470,0.000000,42.519672,39.367215,0.000000,0.999897,0.000004,-2.735057,0.026003,115.951306
411,83.340256,122.589137,1.362233,0.040457,0.213292,0.003063,0.000000,0.006668,0.000000,0.000000,0.006923,0.000979,-0.105700,1.410928,0.722111
412,50.239775,75.808128,0.740700,0.016710,0.205053,0.000000,0.000000,0.000000,0.000000,0.000000,0.001584,0.000528,-0.025129,0.183673,0.055587
413,145.435389,97.831123,1.048557,0.045513,0.186950,54.684487,0.000000,54.731041,51.140697,0.000000,0.999924,0.000003,-4.247976,0.021374,97.787216
414,119.875364,115.712244,0.578967,0.027938,0.264243,6.161727,0.000000,6.261450,5.153083,0.000000,0.999634,0.000014,-3.188240,0.034324,65.888715
415,67.410153,73.874521,0.571065,0.016955,0.128383,0.000000,0.533533,0.924412,0.149787,0.000000,0.124541,0.020745,-1.203835,8.006679,4.474620
416,102.563123,98.169004,1.414000,0.020177,0.104107,0.132321,7.267489,7.467973,5.899203,7.267489,0.999650,0.000008,-1.930064,0.045163,134.835703
417,148.008236,127.564872,1.113485,0.040391,0.145271,27.293550,0.000000,27.303669,23.826737,0.000000,0.999759,0.000006,-4.931772,0.048665,135.744431
418,67.211171,78.007799,0.416944,0.044106,0.169783,0.000000,0.157018,0.243200,0.012244,0.000000,0.054077,0.012815,-0.934304,3.908807,1.435890
419,97.015425,128.819022,0.281075,0.019880,0.298475,0.000000,0.000000,0.000000,0.000000,0.000000,0.002218,0.000541,-0.123492,0.306139,0.058098
420,122.129117,113.502073,1.465265,0.014006,0.146491,11.365799,0.000000,11.646874,9.992178,0.000000,0.999668,0.000007,-1.562775,0.053672,162.852792
421,59.184042,108.420122,0.359648,0.019820,0.162333,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,-0.000056,0.000145,0.000022
422,86.399527,96.754838,0.169475,0.023258,0.219244,0.000000,0.083555,0.150230,0.002631,0.000000,0.037516,0.010627,-1.430469,2.466570,0.530292
423,92.006669,94.861075,0.596064,0.030204,0.122950,0.827188,1.049219,3.203203,0.976636,0.388810,0.239135,0.019310,-2.376309,14.142738,12.014848
424,138.057913,93.593062,0.645689,0.020448,0.171381,46.182984,0.000000,46.577710,45.300727,0.000000,0.999944,0.000003,-1.891892,0.012516,59.633740
425,147.402017,128.232122,1.180462,0.043867,0.195656,26.938624,0.000000,26.957794,23.008234,0.000000,0.999757,0.000006,-5.346636,0.050075,143.680351
426,55.319990,128.359612,1.712312,0.038870,0.205658,0.000000,0.000000,0.000000,0.000000,0.000000,0.000175,0.000019,-0.002773,0.026963,0.013774
427,86.804011,93.262630,0.560585,0.044518,0.200970,0.143520,0.842059,1.572840,0.339027,0.000000,0.168985,0.020632,-2.132640,11.716754,7.633655
428,149.937634,124.230987,0.191035,0.031783,0.232743,26.563850,0.000000,26.982649,26.105046,0.000000,0.999964,0.000005,-3.927777,0.005132,23.587708
429,104.997351,86.782530,0.922515,0.037353,0.117940,4.271002,17.543490,21.824981,19.963352,17.543490,0.999799,0.000008,-3.136197,0.028334,77.322684
430,125.723138,96.768182,1.827776,0.025207,0.190041,34.908731,0.000000,34.953655,31.948304,0.000000,0.999798,0.000004,-2.333865,0.047871,168.840837
431,144.641334,109.648149,0.251121,0.032155,0.202360,36.132915,0.000000,36.453091,35.540640,0.000000,0.999981,0.000002,-3.499249,0.003388,27.312789
432,58.560577,74.141291,1.635688,0.029593,0.171593,0.000000,0.116148,0.147303,0.016488,0.000000,0.029827,0.006385,-0.184245,3.815764,2.640882
433,55.927407,112.060765,1.745780,0.048510,0.108974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000226,0.000025,-0.003149,0.031117,0.017834
434,52.056436,104.534762,0.298023,0.016519,0.224968,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,0.000003,0.000000
435,90.246556,128.248766,0.300760,0.031475,0.126504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000232,0.000086,-0.013387,0.039922,0.006127
436,64.131744,75.967206,0.395230,0.037178,0.218083,0.000000,0.049546,0.081502,0.001047,0.000000,0.033684,0.009061,-0.625641,2.484706,0.810757
437,126.092427,129.178423,0.967126,0.016119,0.179418,2.969793,0.000000,4.775471,1.739856,0.000000,0.244998,0.015445,-1.986859,24.687734,27.250603
438,81.393399,91.375542,1.338845,0.046709,0.289392,0.191466,0.955458,1.313399,0.366505,0.000000,0.123623,0.021180,-0.920067,13.415398,12.409409
439,137.131434,115.515875,0.926298,0.012493,0.157153,23.180325,0.000000,23.762146,22.389592,0.000000,0.999757,0.000006,-1.434234,0.041343,105.732271
440,141.487171,98.855556,1.325888,0.044631,0.228420,51.095302,0.000000,51.123890,46.758956,0.000000,0.999893,0.000003,-4.161602,0.029948,123.515614
441,89.539037,84.643164,1.531033,0.041236,0.110905,0.000000,10.768088,10.774676,7.832581,0.000000,0.999687,0.000008,-3.280188,0.039226,121.602147
442,109.528150,97.361933,1.156665,0.011440,0.132498,10.252968,3.336157,14.120148,12.821882,3.336157,0.999705,0.000009,-1.104747,0.040625,111.086727
443,119.452185,78.966786,0.479929,0.037459,0.191854,42.652991,0.000000,42.741835,41.556058,0.000000,0.999987,0.000001,-2.906078,0.002703,37.222429
444,147.990980,82.400474,0.652338,0.032989,0.233567,68.831142,0.000000,68.939447,67.229236,0.000000,0.999994,0.000000,-2.660889,0.002013,52.607947
445,149.662940,95.616864,0.730991,0.014686,0.120617,55.787828,0.000000,56.372425,54.926200,0.000000,0.999967,0.000002,-1.391172,0.009306,69.144716
446,86.015910,105.365351,0.917033,0.042580,0.153263,0.101514,0.032312,0.203774,0.005510,0.000000,0.046094,0.007115,-0.640656,6.377146,3.399332
447,52.473992,75.144127,0.926250,0.035262,0.135599,0.000000,0.000012,0.010923,0.000000,0.000000,0.004444,0.001443,-0.054598,0.556132,0.204122
448,73.691191,108.933337,0.848861,0.027773,0.193901,0.007145,0.000000,0.007145,0.000000,0.000000,0.003155,0.000648,-0.063292,0.528016,0.184966
449,127.031071,85.599410,1.075630,0.039657,0.230640,46.928743,0.000000,46.935232,44.113813,0.000000,0.999929,0.000003,-3.255105,0.017885,88.217023
450,56.894624,93.934986,1.682089,0.048763,0.293399,0.000000,0.000000,0.000000,0.000000,0.000000,0.004548,0.000663,-0.050327,0.659607,0.384156
451,93.375676,127.608253,0.429267,0.045937,0.216851,0.022537,0.000000,0.026593,0.000000,0.000000,0.003173,0.000705,-0.126918,0.502840,0.121606
452,126.649792,83.710131,0.685594,0.027411,0.236761,45.299423,0.000000,45.450221,44.089883,0.000000,0.999948,0.000003,-2.254510,0.011194,56.317540
453,108.336098,83.045201,1.402339,0.024919,0.185020,25.198830,3.878984,29.152080,27.173857,3.878984,0.999822,0.000006,-2.001982,0.033479,112.423462
454,82.378824,121.314092,1.517294,0.017896,0.108030,0.000000,0.000000,0.000000,0.000000,0.000000,0.002679,0.000526,-0.034079,0.675622,0.310525
455,142.421114,85.621659,1.338438,0.041431,0.148127,64.793533,0.000000,64.866344,60.752805,0.000000,0.999932,0.000002,-3.358670,0.021632,108.401334
456,70.198161,112.391579,1.337505,0.014345,0.204093,0.000000,0.000000,0.000000,0.000000,0.000000,0.001677,0.000306,-0.024046,0.338486,0.145182
457,66.367847,71.423325,0.244793,0.048025,0.263652,0.000000,0.376511,0.619963,0.076331,0.000000,0.120351,0.027497,-2.178550,5.033593,1.855139
458,146.624227,93.118644,0.444785,0.013020,0.223281,54.354049,0.000000,55.415116,53.893645,0.000000,0.999993,0.000001,-1.206010,0.002008,41.178071
459,58.990868,103.270132,1.449076,0.026783,0.190143,0.000000,0.000000,0.020091,0.000000,0.000000,0.000797,0.000169,-0.010563,0.147930,0.062566
460,115.047164,122.570701,1.767764,0.017299,0.141069,2.321285,0.000000,3.072864,1.317090,0.000000,0.189847,0.017652,-1.002574,28.728181,35.742520
461,134.816443,101.772845,0.297144,0.045297,0.228596,34.884902,0.000000,34.971390,33.966506,0.000000,0.999980,0.000002,-4.549856,0.003601,29.835992
462,135.951130,126.676692,1.895351,0.041933,0.279941,20.498190,0.000000,20.505588,14.801876,0.000000,0.999709,0.000005,-4.909944,0.064199,221.646075
463,136.770208,74.123008,0.269479,0.028100,0.227780,63.681081,0.000000,64.227316,63.175158,0.000000,1.000000,0.000000,-2.067120,0.000001,19.823921
464,144.279446,94.422834,1.703767,0.042797,0.207711,60.724644,0.000000,60.786333,55.237641,0.000000,0.999882,0.000003,-3.760476,0.037302,149.522331
465,65.951507,113.262638,1.886507,0.033254,0.291252,0.000000,0.000000,0.000000,0.000000,0.000000,0.002706,0.000346,-0.031856,0.513275,0.298244
466,102.932774,128.631778,0.596450,0.010644,0.164590,0.028401,0.000000,0.056267,0.000000,0.000000,0.017775,0.002899,-0.422523,2.927844,1.033660
467,77.112444,125.969396,1.115832,0.046188,0.292837,0.000000,0.000000,0.000000,0.000000,0.000000,0.002904,0.000409,-0.060122,0.540869,0.228577
468,127.026373,98.748981,0.390233,0.014514,0.112552,29.082964,0.000000,29.869632,28.724489,0.000000,0.999934,0.000006,-1.428797,0.010145,38.313968
469,80.541249,108.495886,0.444432,0.036390,0.207056,0.000000,0.000000,0.000664,0.000000,0.000000,0.004001,0.001013,-0.127462,0.541919,0.136703
470,92.014839,118.084297,0.306305,0.028166,0.137906,0.000000,0.000000,0.000016,0.000000,0.000000,0.003817,0.001091,-0.165040,0.515473,0.103871
471,81.371363,104.426246,0.766422,0.011976,0.290552,0.022152,0.013157,0.066008,0.000000,0.000000,0.018863,0.002856,-0.321082,2.531504,1.091128
472,107.561190,108.461351,1.161472,0.047363,0.117943,5.197341,0.008512,5.222648,2.206731,0.008512,0.999623,0.000009,-4.866137,0.044045,119.169377
473,133.831280,74.211569,0.755131,0.018973,0.283799,61.461673,0.000000,61.934072,60.503880,0.000000,0.999990,0.000001,-1.388618,0.003049,55.241175
474,82.236633,89.384719,0.626783,0.041339,0.271631,0.020926,0.829994,1.282072,0.291788,0.000000,0.138792,0.020126,-1.605556,10.340958,6.630770
475,104.662126,104.428354,0.128201,0.012828,0.236398,0.000000,0.895380,1.381315,0.821429,0.895380,0.797109,0.569348,-1.624098,10.520207,10.635629
476,119.809152,121.809822,1.584355,0.039271,0.295291,5.492523,0.000000,5.497755,1.854667,0.000000,0.999632,0.000006,-4.499418,0.056851,181.246920
477,124.953852,83.934776,0.393101,0.010375,0.211769,41.468586,0.000000,42.863585,41.211714,0.000000,0.999986,0.000001,-0.868281,0.002721,32.859864
478,110.091933,78.910124,1.558341,0.042392,0.213693,38.658185,0.000000,38.694412,34.881391,0.000000,0.999867,0.000004,-3.133925,0.029459,115.078814
479,149.820792,114.097566,0.150677,0.018963,0.265472,36.213923,0.000000,37.177063,36.003752,0.000000,0.999997,0.000001,-2.157840,0.000489,17.142768
480,77.505265,83.548317,0.707798,0.043698,0.294678,0.000000,1.005645,1.353512,0.360164,0.000000,0.157257,0.024108,-1.526563,10.921614,7.953682
481,99.481418,72.770364,1.665756,0.011439,0.223718,0.043538,28.521811,28.988028,27.626751,28.521811,0.999819,0.000005,-0.820403,0.033798,118.889187
482,80.136245,88.484160,0.418158,0.032473,0.109369,0.019396,0.379072,0.739140,0.088858,0.000000,0.111655,0.017584,-1.794209,7.701342,3.519721
483,114.482791,99.723556,1.965391,0.038391,0.298157,23.593706,0.000000,23.648215,19.077936,0.000000,0.999744,0.000005,-3.554056,0.051597,181.665616
484,104.784735,80.720366,0.494128,0.014310,0.249172,0.415953,24.373930,25.506345,24.421663,24.373930,0.999924,0.000007,-1.149883,0.010578,39.600835
485,125.231146,116.006339,0.304705,0.041464,0.219463,10.799372,0.000000,10.900970,10.007025,0.000000,0.999753,0.000017,-4.757733,0.021843,34.893626
486,109.799407,103.897070,0.269065,0.039185,0.114421,6.003218,1.040753,7.194849,6.464926,1.040753,0.999701,0.000022,-4.037301,0.019768,27.652179
487,54.289666,86.237178,1.026910,0.025370,0.288857,0.000000,0.000000,0.000000,0.000000,0.000000,0.003294,0.000664,-0.047725,0.415678,0.168447
488,120.152894,119.233831,1.323883,0.037024,0.146380,6.956803,0.000000,6.965276,3.932372,0.000000,0.999637,0.000007,-4.208759,0.051856,150.219890
489,74.367119,79.425918,1.739903,0.028562,0.197261,0.045069,1.761274,2.247682,0.883991,0.000000,0.217639,0.034301,-0.850588,19.104916,26.029908
490,105.274495,85.806331,0.603868,0.041240,0.190555,1.743538,20.341766,22.131390,20.765121,20.341766,0.999833,0.000009,-3.456856,0.020500,50.528796
491,124.157623,87.461744,1.447246,0.030856,0.249833,42.343230,0.000000,42.429740,39.525848,0.000000,0.999874,0.000004,-2.584000,0.030896,121.022077
492,62.236416,96.216426,0.189674,0.044092,0.154126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000033,0.000056,0.000005
493,119.172213,76.565849,1.510796,0.010650,0.225103,44.688570,0.000000,45.232661,43.618948,0.000000,0.999898,0.000003,-0.805279,0.026011,113.806184
494,52.366774,106.850193,1.906364,0.016361,0.177469,0.000000,0.000000,0.000000,0.000000,0.000000,0.000215,0.000026,-0.002483,0.031646,0.017692
495,51.374942,126.445554,1.996519,0.033797,0.182152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000150,0.000012,-0.002024,0.020082,0.012084
496,102.363528,88.304407,0.635925,0.018734,0.142599,0.039443,15.215022,15.609030,14.634738,15.215022,0.999768,0.000011,-1.640685,0.024882,55.472235
497,143.826909,85.928811,0.792853,0.036334,0.273057,62.172613,0.000000,62.194795,60.052118,0.000000,0.999968,0.000002,-3.035351,0.009186,66.190179
498,87.798201,89.158156,1.480275,0.028237,0.183439,0.048597,2.380995,2.480379,0.897210,0.000000,0.999611,0.000010,-2.418233,0.040943,126.504154
499,99.874713,74.966984,0.719454,0.033189,0.229701,0.000000,27.252657,27.322303,26.054099,27.252657,0.999873,0.000007,-2.433480,0.017643,52.651847
500,133.183321,71.166853,0.842693,0.032886,0.114155,65.585108,0.000000,65.672735,63.728094,0.000000,0.999989,0.000001,-2.277050,0.003442,58.331305
501,80.637392,90.176531,1.656134,0.011060,0.290925,0.027047,0.484616,0.732283,0.212910,0.000000,0.069690,0.011373,-0.348468,9.651934,8.538417
502,62.383355,89.802505,1.945532,0.021192,0.285466,0.000000,0.005252,0.030515,0.000000,0.000000,0.008367,0.001220,-0.065019,1.337479,0.907044
503,58.563237,71.489624,0.992559,0.015384,0.124876,0.000000,0.117966,0.187919,0.021173,0.000000,0.037210,0.008791,-0.295796,3.884321,2.027362
504,145.789263,120.023575,1.871274,0.015913,0.148086,29.996528,0.000000,30.122631,27.782993,0.000000,0.999754,0.000004,-1.859713,0.062890,217.911374
505,50.774915,122.014272,1.377610,0.023657,0.246954,0.000000,0.000000,0.000000,0.000000,0.000000,0.000105,0.000012,-0.001915,0.013880,0.006177
506,59.255701,107.910416,0.964266,0.010693,0.141402,0.000000,0.000000,0.000000,0.000000,0.000000,0.000106,0.000023,-0.002169,0.016882,0.005514
507,102.971094,103.851280,0.846001,0.012345,0.294098,0.046884,0.928434,1.068382,0.697489,0.928434,0.728684,0.997417,-0.995576,31.193268,63.251901
508,109.301473,108.208570,0.652044,0.027076,0.174408,2.796123,0.227327,3.115919,2.105588,0.227327,0.999594,0.000013,-2.885827,0.034231,69.286522
509,91.131957,80.221482,1.891418,0.048370,0.249498,0.017350,19.553861,19.666723,15.196417,15.582418,0.999753,0.000007,-3.543443,0.039593,138.406879
510,131.733994,102.384573,0.434555,0.017863,0.280659,30.316150,0.000000,30.888383,29.805178,0.000000,0.999933,0.000005,-1.818150,0.011230,44.143528
511,99.252105,89.874673,1.944836,0.029996,0.260326,0.124662,15.136663,15.293389,12.267922,15.136663,0.999713,0.000006,-2.546502,0.047147,164.805867
512,115.315620,99.439403,1.445709,0.032599,0.203162,21.326536,0.000000,21.365501,18.538598,0.000000,0.999741,0.000006,-3.097213,0.044843,137.083073
513,115.036767,96.864903,1.622560,0.024487,0.187833,22.875036,0.000000,22.895371,20.510426,0.000000,0.999757,0.000006,-2.283564,0.045856,150.986351
514,91.396439,103.132258,1.753277,0.022849,0.134116,0.766348,0.151378,1.104484,0.310685,0.056422,0.111061,0.014996,-0.644176,17.185965,16.544715
515,122.118343,101.960025,1.439503,0.047788,0.152476,28.788172,0.000000,28.813359,24.413098,0.000000,0.999783,0.000005,-4.552384,0.043023,136.964336
516,101.318453,94.658326,1.695367,0.021124,0.276374,0.124226,10.257957,10.428908,8.518500,10.257957,0.999676,0.000007,-1.933477,0.047422,154.755721
517,125.110815,127.048202,0.395971,0.017209,0.285772,2.104935,0.000000,3.738618,1.230385,0.000000,0.239030,0.019025,-3.462813,15.655102,11.002438
518,143.081941,78.849263,1.230098,0.039680,0.177979,71.322524,0.000000,71.370890,67.742993,0.000000,0.999962,0.000001,-2.981399,0.013048,92.363881
519,85.742263,126.107821,1.128155,0.041548,0.206102,0.002067,0.000000,0.021785,0.000000,0.000000,0.005685,0.000891,-0.104340,1.169090,0.511957
520,105.376210,78.365420,0.343294,0.026201,0.187731,0.605849,27.385467,28.371134,27.493603,27.385467,0.999967,0.000004,-2.036702,0.004543,26.660184
521,143.826462,78.515694,0.344447,0.026602,0.202202,66.629996,0.000000,67.127695,65.945994,0.000000,1.000000,0.000000,-2.069650,0.000027,26.797820
522,72.918582,120.993675,0.663937,0.018488,0.155548,0.000000,0.000000,0.000000,0.000000,0.000000,0.000188,0.000048,-0.005798,0.034320,0.008593
523,99.298450,109.730849,0.999997,0.017414,0.118647,1.035434,0.000000,1.645732,0.390854,0.000000,0.130352,0.013457,-1.202981,15.854899,11.980477
524,108.665047,91.221216,1.501218,0.029567,0.116814,21.798674,0.542292,22.361488,19.869299,0.542292,0.999761,0.000006,-2.584125,0.041254,130.945236
525,130.692181,78.413556,0.872774,0.021840,0.240842,54.688754,0.000000,54.912988,53.402902,0.000000,0.999942,0.000002,-1.683352,0.014165,67.137307
526,64.596159,122.539299,1.397971,0.018932,0.234546,0.000000,0.000000,0.000000,0.000000,0.000000,0.000502,0.000079,-0.008431,0.097776,0.040936
527,53.809539,97.002937,0.744497,0.031396,0.262964,0.000000,0.000000,0.000000,0.000000,0.000000,0.000320,0.000084,-0.007591,0.043255,0.011987
528,58.902814,84.362408,1.922065,0.031974,0.239084,0.000000,0.022778,0.028616,0.005606,0.000000,0.009958,0.001709,-0.074782,1.514939,1.018102
529,96.328985,91.044643,1.520543,0.035519,0.198319,0.000000,10.601845,10.612414,7.918661,10.601845,0.999681,0.000008,-3.067465,0.042430,131.093901
530,122.736310,77.433172,1.412363,0.041602,0.239555,52.655913,0.000000,52.655913,48.863103,0.000000,0.999931,0.000003,-3.039480,0.019318,103.108464
531,57.069957,70.968191,1.464083,0.012292,0.189877,0.000000,0.100938,0.156165,0.031616,0.000000,0.027768,0.005897,-0.163807,3.312102,2.139722
532,120.424249,76.969994,1.575171,0.043426,0.239088,52.016990,0.000000,52.073619,47.723338,0.000000,0.999895,0.000003,-3.124421,0.027555,113.198526
533,54.432899,123.983863,0.176811,0.045422,0.280866,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000000,0.000000,0.000000
534,74.646771,71.790732,0.940357,0.028300,0.207381,0.000000,4.863669,4.914970,3.859458,0.000000,0.999642,0.000015,-1.982465,0.027039,65.703672
